Post,Reacts_Count,Most_Reacts,Image,Group
نادي محبي اللبس oversized,2 K,J’adore ,https://www.facebook.com/photo/?fbid=1007842837294432&set=gm.958393855441706&idorvanity=721480409133053&__cft__[0]=AZV_ep6cyNg_BkoaT998Ki02K76LL3GQmMedPyxbsDUcnv-RKz6m_524LvT1AyKY-XWI1t3cDDlUYfXq_oyFQ4R3ZpplrmlA2uDRwkStD6jiQVzeGJ7F2ZhLaUt5X6GV87yy2U-NUCY8kJDxH_GkkV6QRhqE0rbp2ZD4iqdNcXUl2w&__tn__=EH-R,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
Mahleh l accueil koulou farha Nchhlh dima najhen w farhanin,46,J’adore ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
ena w sahbi mba3ed ma d5alna l stage bel m3aref w a7na mana fehmin chay,77,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
ولنا أحباب في الباكالوريا اللهم نجحهم,538,J’adore ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
نبذة صغيرة عن رومانسيتي و صراحتي فالعلاقات :,721,Haha ,https://www.facebook.com/photo/?fbid=703005064967941&set=gm.962290708385354&idorvanity=721480409133053&__cft__[0]=AZURpVqGjDwcuWS14kDe63X9faLsgyr1blu2-vMqCP7W5nTqCKsTWMg399YGnVnb6HQTUPczx4W9wTupFmOmYsb6_OP47uwMnzGQt7XdHnum2dLEy5sTJ37AulYKHuoQkfYRiAWYau0kVovOY5J_yEAewutmtQvMua_7-bkyFDdcZA80Zu1WR_yZhDD6djXppGQ&__tn__=EH-R,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
Bnessba lya le nheb sif le nhb chtee ena nhebk nty,95,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"قاللها في الصيف باش نعملك خطبة ماصارتش 
و كان عند كلمتو بالرسمي ما صارتش ..",42,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"صيف ، قايلة ، الدنيا سخونة و عباد راقدة 
أنا و أختي من غير سبب :","1,6 K",Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
جماعة 2008 العام الجاي في الكور متاع الليسي :,422,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"Tsouhib beb w sakartou, ama nty dour mel beb lekher azin",344,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"أنا راجع نقرى في ميساجات قدم... 
تاليفوني:شوف شوف الفازة هذي",84,Haha ,https://www.facebook.com/photo/?fbid=703435004924947&set=gm.962722285008863&idorvanity=721480409133053&__cft__[0]=AZUgNzLPXrcEUOoicuPkGk4XtvZ-njvmZ18VxAVmexqi22WZmatF5RUmuXCcO13IyDj1tK-0ZwDoyCxtVRxnIGQ8RnZ-_liQ4JBLV5idESfzQTO6C-s1tGAekePeon5YbhFTQ9qr15PMTpfGkaRTr90AYWMGDp5M56WkpY89iq0rWiErX3fuyFdKk0nL1L-7HfE&__tn__=EH-R,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
نحن أحفاد من تركوا جربة و سوسة ونابل والمناطق الساحلية الكل و عمّروا بلاصة حتى الورل ما يعيشش فيها ..,316,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"شربنا الحليب لي نكرهوه، كلينا طرايح و السب! 
لعبنا في الشارع للمغرب و روحنا حوايجنا كلها بالتراب ، بكينا أول نهار في المدرسة ، و شرينا براية و ضيعنا أدواتنا، سهرنا ليل نغلفوا في الكتب ، بكينا خاطر جبنا 19 موش 20 ، فرحنا خاطر ولينا نكتبوا بالستيلوا حبار و خاطر ولات عندنا 3 كتب قراءة و لغة و حساب ، جربنا الفصعة أول مرة في السابعة أساسي ، و في الأولى ثانوي خذينا قرار التوجيه و فيبالنا كبرنا كيف ولينا 16 سنة و ضحكنا على رواحنا !! 
جربنا أنواع ناس الكل ، النكديين و المزاجيين، البا… En voir plus",726,J’adore ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
الصبر مفتاح الفرج ,"1,5 K",J’adore ,https://www.facebook.com/photo/?fbid=211284145193841&set=gm.955758662371892&idorvanity=721480409133053&__cft__[0]=AZXCpT1q4kWIw1HCCa-P-R7IfpkhyhcoauZZBLyofJnfbHw8L7-s0F7MnWxXnIqS35MfXoIkxLG70kfHrY0H1BYAFatrbBl8P0jQwLdVSnSUTtAULem3YbzrjPFsGPjuVFAiYfLsJlvTIdLDBQXe8KaZlxHQ0NMOgc-hI40pQT6L7fPUKNevVNeZIchKHvNtNdw&__tn__=EH-R,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"شبيك ساهي راهي غناية 
الغناية:",578,J’adore ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"كي تعدي عمرك تتنمر على خلق ربي ..
ولادك:",538,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
تخيل لا قدر لله معندكش صاحب كي هكا ...,149,Haha ,https://www.facebook.com/photo/?fbid=286618660439439&set=gm.963767881570970&idorvanity=721480409133053&__cft__[0]=AZUYOLM_hkp5fItBRhwUkLHKDdoX_CZRUQLU6j08t-6fQMUuHidFkEor9r7cYbi1f4ug93UwNzVZVblAH4POm2RpnZrrswRPrg-6hkKuFihanJE30YOWWqwvRTzbq-vxYBPDXR29f6-MdYs2j1TKZtxaNaI6VspCChRsOrDOFzCvmQucJM71qTvnZo1v8n-PzXQ&__tn__=EH-R,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
الطقس برعاية,152,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
23:40,160,J’adore ,https://www.facebook.com/photo/?fbid=1015948509817198&set=gm.966129038001521&idorvanity=721480409133053&__cft__[0]=AZV6fIxM3jAclI1E_q8yCcZofXo2n4YCA7ulKegHFUDJdIc-3dvRmg7POy3SVDK2p_apaB041BXqKx5iHu1REilbpRhwgI9FV30IEfMCnmKTLhZxMdNwItraKZLD3hpdr-sOV7mC8XNkc0oVUJzRaA3pF7q2SQUJ-dUJuVAXT_h4cYbZUZyiAiCohep4oEKuCQA&__tn__=EH-R,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
نتمنى من ربي انو ميرجعنيش لنقطة الصفر مرة أخرى ، ولا نعيش نفس الوجيعة مرتين، ولا نرجع لمِحنة خرجت منها، ولا تتعاود عليا الايامات الصعيبة اللي عشتها، نتمنى بلحق نرتاح وننسى اللي صار في حياتي وربي يرزقني الطمأنينة والراحة كايانو قلبي مزال مولود جديد. ,260,J’adore ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
كي تقرى كور anglais عالانترنت بخمسطاشنلف,831,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
Bara a9na3hom ely enty makch tg7rlhom adhika heya khzrtek,329,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
يا حسرة تحطّها في البريز 24 ساعة ، يتشرجى البريز و الـ batterie لا ...,63,Haha ,https://www.facebook.com/photo/?fbid=793195762550050&set=gm.966096078004817&idorvanity=721480409133053&__cft__[0]=AZWTZ3jEqWSXHs59yEkceBHWGiOSI1e4ZXz3XBEUOC8nJMOGMAiTIdv4jLQK_GDlLEQgcvhicABKS7WC5M2GqBs1mZ2h7WLS1OYmaXHhfVS9uXSXy1tqq1-iEOrW7s84NrBGduEiGXvKM-tD7LnQNsOpA9Zkj64E8bmJRXloef41cIr-26CZJuEv3RC3nguMquY&__tn__=EH-R,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
ليس لدي أي إحترام للأقارب الذين يؤذون أمي.,65,J’adore ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
يبحثون عن السعادة و انا امامهم,89,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"""يتعافى المرء بأصدقائه"".
أنا بعد ما صارتلي مشكلة و كلمت صاحبي حكيتلو.
هو :",1 K,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"Àbïđī
Mayssa ili mche le loum alih",158,J’adore ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
- Ena nhebek trakez 3la awel kelmtin f jomla hedhi...,29,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
ديما رد بالك و انت تعاود في أسرارك وحذاك طفل صغير يشرب في التاي و ساكت,"1,2 K",Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"على حساب الشي الي صاير في حياتي
عندي جن حاقد موش جن عاشق..",125,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"Ena nkhamem f har9a w
mama tlawjli 3la étude..",35,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
Big love lness ly jarbet ghouchi w nked mte3i w mizejiti w mazelt thebni ..,499,J’adore ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
فصل الشتاء نعمة لا يقدرها الكثيرون...,51,J’adore ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
فماش وحدة تعمل سحر لتبريد الطقس ولا شاطرين كان في جلب الحبيب يعطيكم ذيب ,178,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"Bennesba leya ene le nheb le sif le chtaa
Nheb floussssss barrrshee flouuussssssssss",188,Solidaire ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
Mahleha e chmissa mta3 noss elil defya,190,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"- باللهي فاضي ؟
- أي علاش ...",296,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"البارح و انا نسوق في Range Rover قص عليا كلب 
شديت فران لين ساقي خرجت من الملحفة..",585,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
Tstanech meni nkoun 3abed behi wa9t enti makech 3abed asl,154,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"-zeyda faztek ma3jbetnich
-ena 3ejbetni",46,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"Dear crush :
فخذك لي ماكلو النموس أنا أولا بيه",123,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"Salam, chkoun intéressé ndhmo kharja w nejbed bih",55,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"صحابي يستناو فيا و على عصابهم ..
أنا :",361,Haha ,https://www.facebook.com/photo/?fbid=1013177143427668&set=gm.963403184940773&idorvanity=721480409133053&__cft__[0]=AZX6-uOj9qSn488no67Yhvwoq-5zdnknMp5cW42Lkp4X0VyVBJwKxyweBldxrv2Qw_6IXk732moNGTIoxZWSaxapzDxwdXZ6dJzD55U0X7AWvmIbOdFvQOI2N-VhwRW_wzkggfTk2TkiVwSrWdJYiTKqsvwV9jG-Dg5FK4gGhhbFMlp98p4JHeVxsAo9M5Vd-KI&__tn__=EH-R,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
Hatta shab mounefkin maadech aandi,101,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
wlh hamdlh aalehom  ki tfakrouna ..,54,Haha ,https://www.facebook.com/photo/?fbid=309764491480150&set=gm.965407018073723&idorvanity=721480409133053&__cft__[0]=AZXz4yG3vSy9uVx_syLHnf3GExBM_pPu-IUUQTqCh-DeaaKeEeNORxqL1SCCP55e5_d8rVZYUHGHM1lzTLyY5PonriZMY7h23hYkMEX3kBG6dnRizIBaQ5rV0rClwU0lA8GDpTsrOnE6FCwn3u-NsbdSLcX2N_6wlyan4fnHZkgJYo240hudYZAof2M03XnZO08&__tn__=EH-R,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"جيت باش نرقد طار النوم..
و بدات المشاريع تتكون و الفيلات تتبنى و الخدامة تخدم",249,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
Rania Kahloul 7asetouuu chya3mlk haka,710,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"شباهم العباد مايحكوش معايا 
أنا:",691,Haha ,https://www.facebook.com/photo/?fbid=665693415365773&set=gm.925171852097240&idorvanity=721480409133053&__cft__[0]=AZV-UkV-rq68pcJfD-Y-ejGaBBo_aimmttH6xwyQpfYQykXraTLnP6argO2RaBlBUf9WB0ytge16LM__eZtvC3FjS-Oy-u9FejnRbtHKt6XNTY20rzuH5VCgxCN2vjEvvT77FV-0BhWMKq2QKxTkMz_RQp2wvnbgfk2ohIiT0lnOK7IhT7WlAj_ypsKx3jNMt74&__tn__=EH-R,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
شخصياتي الاربعة يتناقشوا الصباح شكون باش يخرج يتعامل مع الناس :,139,Haha ,https://www.facebook.com/photo/?fbid=703575628244218&set=gm.962868908327534&idorvanity=721480409133053&__cft__[0]=AZXHCgQiHVoUYGOZNFU59tJ7iIp-Honl5hk9f3IGU2YmLaYE219goDy2xuNrNDaDrauPgDLFQGEAuclBHD8lWu-3Iy8omPcAot0Lymlh6FFsBzjP5wefBFduoLXHvWjZT8ntnRVJ8p00E_rv1fiQuUEu6G36yRm1tO5KPp2EH9idvq0tLwinBMWN6P_jR0TMcFw&__tn__=EH-R,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
ما تحكليش عالغدرة و إنت ما جربتش إحساس أنك تسمع بروحك مصوحب و إنت ما فيبالكش,135,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
Mala skhana allah la trabhek eli fe mokhy.,175,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"-ريتك صباح و حبيت نحكي معاك أما خفت
-علاه خفت
- أنا الصباح :",170,Haha ,https://www.facebook.com/photo/?fbid=1014128239999225&set=gm.964369244844167&idorvanity=721480409133053&__cft__[0]=AZUQ9pPD-lAb6DmUdQkuKveB4aO1d19PWm48m-QrRbOr1W0allDIscdW2pFAI4Gm8ejUADDTmkLEMuo8kPAxNep_IUULdgfdWOfiGnMskN1iow4Bgpv2wyppPNUKdbYGJsG84HfxLSPzf-WGFoKkB7ylPYEkgkg0IiiRxiQmL4P-Z9-E7FjH9xZVe3eLaMMdnhE&__tn__=EH-R,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"اللهم عجل بإنتهاء الصيف
اللهم عجل بإنتهاء الصيف
اللهم عجل بإنتهاء الصيف
اللهم عجل بإنتهاء الصيف
اللهم عجل بإنتهاء الصيف… En voir plus",168,J’adore ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
Style de vie,138,Haha ,https://www.facebook.com/photo/?fbid=1014951603250222&set=gm.965153764765715&idorvanity=721480409133053&__cft__[0]=AZV9csGkIOx7Up2W6JGu1rELEtk0S6g50LzlSHXrb0YF2TMNGK7C9a3PqjU-CysLZbKmeQQmdnE_g00Jm8xaoxSTraMd52-cFtW40CH70TRV4_bHR-SMV8bBdvGY4pBeFPuyxkhpoa6CU8SbygD5eN9O4MfJg_IIKrKacahwfH1UJqOviR9iA6AOxw_pMrBwMSM&__tn__=EH-R,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
Cheb-akil   mazel mazel,193,J’adore ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
الي حاجتو بيا ، هاني في الفريجيدار ورا ربطة المعدنوس,38,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
yomken menish fi 9albk ama baz fl l'accueil te3k a zin,103,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
قريب يقنعني نبيع ال climatsur و نشري مروحة,204,Haha ,https://www.facebook.com/photo/?fbid=811187170587257&set=gm.964057404875351&idorvanity=721480409133053&__cft__[0]=AZX6POmBWZbKwmMPXDuJSkRM7s164zPwaZJYKsILb5_GQnW7GVaMw93CKkilIE4Gwm1kPxr7h3oThCkvMNcboBBJQXzRw3nIAudYCvYtePKXq3L2-kwttCAbJXV5Yd1W1IINeo9aBSOrPn9WE4gJ9zr9c5iC_QEhNEWO9sX9XDwvFmnA9B8BhtzxFcrWmV9Hzaw&__tn__=EH-R,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"أنا معنديش مع النقاش
يا نقنعك يا نسبك",194,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
كان موش انا نعبيلكم في accueil راكم قالقين..,131,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"Yala bnuit bsaraha nafsiti mesh te3ba , mdamra asl",62,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
قعدة هاكا في الشتاء خير مالصيف الكل,286,J’adore ,https://www.facebook.com/photo/?fbid=3505182266462748&set=gm.964421304838961&idorvanity=721480409133053&__cft__[0]=AZV3_Sit3VVBU9ghcWf8dpZc2aZ3dsr4TqcjSnosMHdEibwbLlBVdqpZpZSDO6wq_p9Rmtng8Q3iUIbt3IvaKD_Cp4zOk9LlIXrSy-pUi5qdS5zYKLbZHgyAlLTilejjOmDIp-9t_vEL4lOD4VMKWtqNYjtCkL820N4Q-DcjUkpxRnrgX2-G2HkTZu-FSIt-_6w&__tn__=EH-R,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"سخانة 40 وتسشور في شعرها في القايلة وتخرج
معناها تتوقع غيابك يأثر فيها",168,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"ما نحبش علاقتنا توفى ببلوك
نحبها توفى بشد عليا ولدك خليني نسيق",265,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"- فهمت ولا نعاودلك ؟
- فهمت
- شفهمت؟
- عاودلي",255,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"يا عمري انا حاجتين مانحبهمش 
الغدر و الخيانة",520,Haha ,https://www.facebook.com/photo/?fbid=598403038968662&set=gm.893911135223312&idorvanity=721480409133053&__cft__[0]=AZWM_aEXiSIJ6dZNmhwD3MHPJYi2Y5QK12tx0GSz8AtX7_9N5zjXZPN7DWofAWQR6XeGdVIy6iFQinocEaZCo59HPUGbFBNye1RRBxLdZsmpxz9cbziGl6e7zgZwbsgbS95P5jRzsxvT6JZnqgZsIOBZl5Lqshfxq1TtFMQUXtki_JSIPUGRDdP80hPgFsm1N4k&__tn__=EH-R,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
l climatiseur mte3na walit ena li nmarwa7 3lih meskin ..,497,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
Chkon nab3ethlo reels blhy 5atr andy shaby blokewni jorethom,476,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
صحة ليهم الصغار ، كي ما يعجبهمش عبد يبصقو عليه .,488,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
Loughet Hay drabek,724,Haha ,https://www.facebook.com/photo/?fbid=1012260830185966&set=gm.962475585033533&idorvanity=721480409133053&__cft__[0]=AZVoonHaXEoR3wpLQwAjVGHGkPTFTCNEyt4SMRt7vmQsYYUzlKBVsBnuyireFGDf8M1ZTaVimyz0mi1fL67GwIGHjxJUpiRzJaLrv0c6chVZc-6xdMw084eSz9RW36zghDgSSgN1ow8Ntbna-pltcKKRvRpdcTVUl5IO-tINXXYIc3saWORPRVYJsRRZkDkQ648&__tn__=EH-R,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
نبرّد القايلة و نخرج ، مع نصّ الليل و نصّ هكاكة.,299,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
من غرغور القايلة لغرغور العشية لغرغور الليل ونرجعوا لغرغور الصباح,367,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"ولدي عرف طفلة باش تكبسو و ترجعو لطريق ..
الطفلة :",80,Haha ,https://www.facebook.com/photo/?fbid=1012987306779985&set=gm.963223001625458&idorvanity=721480409133053&__cft__[0]=AZWzvRkWab0c4rrBTB77Yl7OoWD_ecgmJfJuaJuyJEJvpI44mQY55fjHwYfb_Eakv8Nqtw0qLWaauc3yfpj65gj8L9jGt2xOjfgbyQZTrDL4OfG0CiHFoMWzHCxGblUL5Jktjx3fMZZMNJb4BJHvA1-fVb_05aR38d98fBld1jLgZUGkt5RBFJisqkNGP4BAEEY&__tn__=EH-R,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
ليامات هذي لي يسألني فاش تعمل ، نقلو داخل ندوش..,131,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
Jme3et siiff khirr m chte behi hakaa !!,51,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
في منتصف الليل أنا و شخصياتي الستة نلتقي كالعادة لإتخاذ بعض القرارات.,85,Haha ,https://www.facebook.com/photo/?fbid=1014432036635512&set=gm.964660638148361&idorvanity=721480409133053&__cft__[0]=AZUB2THtpUXT6qwNoquMpx6miFvtCuxBs8fTMaeQ4i1bYYWmwws4k3xDhBAKPaQ3eiIhKOdBLxHdeAHQMQXdlbmIs2LOHz8XMqdaIQ_y73jgzzw-1BxL7229A29pWpzhAw09wR1zK2hFjVQZu7fichP30zcQA1tkphtLrBfIzpJGID0OBScJWyizAOUhHDzaLeA&__tn__=EH-R,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
مالسخانة بابا قريب يتهور ويحل الكليماتيزور,92,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
تعرفوه المحيط الهادي ! انا  أنجم  نوترلو أعصابو...,109,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"يهبطلنا capture d'écran فيها درجة الحرارة ويكتب ""ملا سخانة 45°
""
على أساس أحنا تاليفوناتنا مافيهمش الـ Météo وهو قافز علينا",91,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
Nchem fi ri7et rélation..,223,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
Ela Letaief nmoutou dhoo7k ne7na manest2assfou 3la chy,560,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
حمد الله كتبت البحر بالصحيح ..,194,Haha ,https://www.facebook.com/photo/?fbid=3081777091954398&set=gm.962736038340821&idorvanity=721480409133053&__cft__[0]=AZVrAeKE58xQKBn0ne6KvD_JNAYsQU_JIZpPFPI7UBjzAQOueiQ1Qc44YB14ONJmuVtKtZgsq19mJDWL2UbEyxaIjBB_S5y9ugeTXheEriDSXM0C5JaSBjIRw5k0WYP0JHuGLsbAG6g0Hb0qFDqXWNk3BURvvIotTQF_p6bTnMSMP_NqXkC65oGMVvWdPiGf7Vg&__tn__=EH-R,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"Tofla ma fibelou beha had li hia 3aycha 
story mte3ha :",134,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
أنا فالمركز عامل روحي مهبول بعد ما مشيت باش نطلع بطاقة تعريف و عمري 21 سنة :,98,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
الواحد نهار كامل بمنشفة و دبوزة ماء تقول أنس جابر,93,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
يتعافى المرء إذا عاد الشتاء. ,362,J’adore ,https://www.facebook.com/photo/?fbid=1717584925351331&set=gm.964460674835024&idorvanity=721480409133053&__cft__[0]=AZWpdqoVod7Jv4pNvsPL8OaS9j86a4rQrNbxuoUYbjReo3pPqF9uYNUatxLGqm9pk4_RpXKwC0IBbhYNXj6a8-iVJzHqmepjxwLwQ68fm01_-72I3LG_Ual19bKqc5zPDwKKgOqkdOneP-4kMRCCKJrZKYcBw7ZWhfdctrfhZeWPl33I16IQjZCXlFn-E4foKHw&__tn__=EH-R,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"الإستماع إلى المرأة أثناء تخرنينها مثل قراءة شروط الأنترنات ما تفهم شيء ولكنك تضغط""accepter""",110,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"_Asma3ni mosh besh no93ed nla7la7 bik ey ta9dhi le ta9dhi
_le
_ ty bjeh rabi",607,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
Bonjour tout le monde sauf jarna l kol 3otla ywali yebni w yon9eb fi darou aa sbeh,348,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
وأنا نسكت في ولدي بعد ما كليتلو الشيبس متاعو...,202,Haha ,https://www.facebook.com/photo/?fbid=1012019600210089&set=gm.962246415056450&idorvanity=721480409133053&__cft__[0]=AZW541bep3U87HU8lD9WXvVXSICrBuxSUI3ikziXhofcZndJIOLCtdujc6Rr0uw6m6ut_dnJ670wvF2_S6s97qLW6aRccI6DMm3I7ArAriRlFX_-3A9IlWcuGGXQPdm9xG_Bn7Re_LTE44rIUeJCHLL0KU4PI12ukpqQskCdb4P2IlBYwDDy_HAUaBi-8VizZGg&__tn__=EH-R,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
Wehd wala ymarwah al marwha 5tr so5nt,19,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
كي تبدا الدنيا ماشية معاك  لأكثر من جمعة..,31,Haha ,https://www.facebook.com/photo/?fbid=308591268264139&set=gm.964309604850131&idorvanity=721480409133053&__cft__[0]=AZXquc1nThdO0UcYaIGG2NGlgRUWu6CREhW9K2Lnq2ADp8QuMYL-HdjgxbCuTqAY-r8jfZNdoqepKU1ld9E40ykjmZ7FarRbYIH5VtoLcvporUqfCVBO__9ZbQDt6I0zG9MxtySzWLK8mrAa1P1A-WxK50jaYP5fPfswJf7tfinCC4BvIwrdIZQppQa-0G_L-c4&__tn__=EH-R,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
"""وقبورًا ضمت في جوفها من نُحب
اجعلها بردًا وسلامًا يا الله.""",200,J’adore ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
Ma3dch tzamerli ena w9eftlek fel kayes bel3ani besh t3afsni ..,373,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
نصف الليل ، و الواحد يلوج على بلاصة ظل يمرقد فيها..,131,Haha ,None,https://www.facebook.com/groups/721480409133053/?ref=share&mibextid=S66gvF
