Post,Reacts_Count,Most_Reacts,Image,Group
كي تبدا في عرس ويلزوك باش تخرج تشطح ,937,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"- كل عيد و نتا معايا
- حنا ليلة العيد :","1,1 K",Haha ,https://www.facebook.com/photo/?fbid=801696341521147&set=a.574614667562650&__cft__[0]=AZVF2wZ1VfYAxqwvKLKAF4WPMJInOWf58t2crZMjcPTQ_FDnaIf7BINprJCt7ebnZKpOrW84CJsaw2TWg3NNA4Ofyey8tbUglq6uKEz88Zcsru5CsqSzBNL6Z9zO1yr0aGGVkZpSl2XQLQ3tTQ3_csgZKgUuEKeRvUi13hdsADUQpH9dCttMK-AFa3aFpLH0dWA&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
C bon 3ana 3 jours tawa,"1,4 K",Haha ,https://www.facebook.com/photo/?fbid=801692728188175&set=a.574614667562650&__cft__[0]=AZUwLDQMATqzAvEGo_QzRQGi0ey3w7JVSVSL36jRCd7RB_jWYkAyGQBoNvG67OS5JihsAAPwE2tAmDQ_6Oo7vkynpEmiLlKJ_4lCs0ryIv9GvaXGiBJ7lcBagmdqvsq-JpSYnI3zOABw_8nIRmNJZNVAgwyVp5e-jKpe7XbLoMlh6Mn8laXAswfPXSwXf5dA_8I&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
وراس حمة نحبكم لكل,890,Haha ,https://www.facebook.com/photo/?fbid=801686184855496&set=a.574614667562650&__cft__[0]=AZWMNC6TD2W07e7Bg1JP28Dvp8loG3ioWLNcAZpELMjxtkKK-yx05kJk7JUkcIhLfLNLCbfCVuOEApb1X-LBFJ7abobIbGtz0o3BtyDAjYp8uJDxjmb5m1ulfmcagIZ8melPvcmCOS3M52fq_qPyg7FU66KojTFvsSQcA6C8DpsLouYTKjsHlhJRFhNRhIKBTIk&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"وفي يوم عرفة
 اللهم إجعلنا ممن عفوت عنهم و رضيت عنهم و غفرت لهم و كتبت لهم الجنه يا اللّه",533,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
كي تبقى ساعة تستني في صااحبك قدام دارهم تبعلثوو ميساج تقلللو وينك يقلك هاني Hmdlh ..,1 K,Haha ,https://www.facebook.com/photo/?fbid=801494664874648&set=a.574614667562650&__cft__[0]=AZXl5CmdkZ-A8EvE6g947In3QAdbW4mA_JffRJXBFV_JiW0ECf44AtZk2q-W9S5Oj2KZNw9I30C6p7Hjt1LOoBJdhr-J8PRZGqKdbip2EOhvJ5DrWEouTd1ZdJKvgp0nQwnOseHvxIq6eobAUu3ZhwLyxN3srTZEZ84GlZvZFQeEJrsYsmhVm9dLzKhONv-hXR4&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
قال كان الحق,351,Haha ,https://www.facebook.com/photo/?fbid=801484238209024&set=a.574614667562650&__cft__[0]=AZURtlgNIBGycURNY1fuuaaxEpOVuQor40YyXQDcUr5pRuMwMbUBs79YgDzlshcMYWyzyRs9q40RSzKDdKU9BankDbl0AA3gyf4keNgv8Z26IZD7hJTmlHJ9Dy5CtVOHV21GgF87GM9R63PdNLoMI5aaKmzPGHumH2rZlKdjQsueY0VE81J22hH8mvWhV6sq3Ho&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"صاحبي القصير يحكيلي في مشاكلو..
أنا:",626,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
Boukhbiza Marwa في الڤليعة,464,Haha ,https://www.facebook.com/photo/?fbid=801160251574756&set=a.574614667562650&__cft__[0]=AZU0kBed_v5d-8DIxY0_IupoyY_Wo8kuHzXFqifmXNr658WdD7JtYS2Iax5OiO2uuZJTcqTTM7QBYoYCe12reaxXE1xxiXmLMqrJh4clHmSmteUiZnqhQaTZhQATeLS1LLUVDl-6X7pHvTSENb2jeYA1pOvBHZEJQAZIJazrit0JYYCNyy7379eXyekANbaiICA&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"تذكير: بربي لولاد العصبان يتاكل كان من إيدين الوالدة نبقوش كل عام نخسرو في شباب كي الورد..
و شكرا",842,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"ناس تتفرهد و تبحر
أنا نهار كامل:",551,Haha ,https://www.facebook.com/photo/?fbid=801015328255915&set=a.574614667562650&__cft__[0]=AZUOHH5gjKs54sD6JrkQI2vcCNHcvLQssVhTNZgUDyBmzbLyeCk7j9BoOqqdbBtsRr5WXxS0JQPzp-lUsKMa2fQdPrv4H_wjf3AV1sXoFkivVJs5DWoCkr8Mp0pLzBWLfguCYDaVbTV7SNTUP-sfvZjaemlOzXHz10g0KsWddH59iuqeysi0aHwOP54TOeyR2w4&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"غدا يوم التروية..
اللهم أروى قلوبنا فرحا وأحلامنا تحقيقا يضاهي صبر السنين","1,1 K",J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
كي يقلك نسيبك نحب نبحر اما نخاف مالقرش ,769,Haha ,https://www.facebook.com/photo/?fbid=800720511618730&set=a.574614667562650&__cft__[0]=AZXFcgu3UGUGTTxps6dojMts9X6X7_B7KzBpEaMNxjBOE-qpIZst0gFlMNjClLippTD2EHhSnWmMT6x9HnR42DcOPCWRxzFDIy2uBa49NJtObXy_bIcS_n4b7n1yFV_rVuY9h-vaSLOU6jPmNsGAQGOhHOARMuI9DfLziw28OAsZUKGAKKOfAnEED5eW0DTn0P8&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
أنا كي نجي نرضي في حد نتغشش أنا,482,Haha ,https://www.facebook.com/photo/?fbid=800656021625179&set=a.574614667562650&__cft__[0]=AZXkqUvR0J7U7zz6nZCzBZdcyyadGR9LvBiXbYCOUpvhYvpRUr5q23oMnkodHwdPySLi1tdyomr4wmgtdIEfnAZRe7DJkeSstRJTQxDj45n0bd7_3iX0dgOGL4IzBQCwliZKwZ1T1ZwPA7xIT_l3XW3PeRwSB0vIGMbEeTa7qUDXVxfsrOtY2paYQ5o9IxPkwCs&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
ان شاء الله يا رب العالمين,"1,7 K",J’adore ,https://www.facebook.com/photo/?fbid=800636134960501&set=a.574614667562650&__cft__[0]=AZWHuh8AfiOERghHZ5Y2kP5DVVRrfS5bOH4bUSqyyjyRFq_YsDu47o8duI0ujt_tKvfkUCchXUlkIScGKOz3zuy5yj0v3dSwa90dohWgDvUORkI-gGbXs02wFij92PcvEpYd5NsS5icZYGCUtcc4W3Sa5Ern09LZeGf6cLe_li7xXTENsxHpT4e9jLNY1a2KROs&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
ما فماش حاجة اسمها حد ما يدوم الحد اللى قلوبهم نظيفة يدومو لآخر لعمر…وفات لهنا ,528,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
زعما نمشي نلوج على تصويرتي في الجبانة خاتر مستحيل تكون هاذي حياتي الحقيقية ,"1,3 K",Haha ,https://www.facebook.com/photo/?fbid=800619388295509&set=a.574614667562650&__cft__[0]=AZUzftQ3N-ZV9ukc4IRA-qzjiGlTZOFKoROsJZ6fJeAGLNGoCPr4eWzKiRPtRiLWUbPX9qQ56HwKQDqhp_G6O5YpAR4ycSpVYjGfQ-d9CApa4gkg9lYAalWh_nHHplpjLpOVBpcZLg2MrXKxxPRjWwtcPSPhDT0qKS5mKHBECCTBdFb4VG3vW9e3xNAbUHbIM-k&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
نحب نسألكم  المحامية والاستاذة  والطبيبة يشطحو في لعراس,287,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
أيا خوذ مبروك نجاح أماني فالباك :,443,Haha ,https://www.facebook.com/photo/?fbid=800531161637665&set=a.574614667562650&__cft__[0]=AZUodz8XmpuuwqdoMWE_rqXBAn3hUPM1SJoi7xWxhFxmT5aF4GnKmoljBwhG9wFnOMry9nuoJoYHvMDUuOQ9XlcZpkDI3UT3WBt4quEFAFUqOAAAhtZANQJBvD8JnNNyO8K76RSID2kBhpzaGlzrmp_34SwwcAqaJ_4BXpaePyGzv-cxV6Tu_CSzoowNxABn_9o&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"نوصل صاحبي إلدارو ونروح 
نبقى أنا نوصل فيه وهو يوصل فيا ",438,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"بينما انت تهملينه هنالك Chaima تغنيلوا في فوكال
..",873,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
اللهم بلغنا يوم عرفة,374,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"الدنيا فيها برشا مشاكل اما محلاها كيف تعرفنا شكون اللى وقف معانا بقلب ورب وشكون اللى سلم فينا فى وسط ثنية…رغم الظروف و هموم الحياة اما كيف تستحقونا تلقاونا معاكم فى عصر روحى روحى لا ترحم من مات …محلاهم الناس اللى يحبونا بقلب ورب… وقت تلقى منها النوعية هاذى فى زمن الفتن والمظاهر كبشو فيهم …وفات لهنا 
د.محمد سالم عبد الكافي",667,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
و يبقى الرجل التونسي حلم كل نساء العالم لأنه رمز,"1,1 K",Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
الحمد لله على كل حال,301,Haha ,https://www.facebook.com/photo/?fbid=800163918341056&set=a.574614667562650&__cft__[0]=AZUQpAy4jbCrKHns61Uu1uf-vG7XIz-bOI4dVEYXoAYjsGMrWk-UuHL6tgwVpPWTbtnJL8WCJXx3pk2YghxIlmmVcN5Gm7Dsqut04vPEa2IsbanzolMFDgBqLYPVJLBlst4p8EwFNme82bfHUw_JFOOitDZbRYQvNWX40FvBvBWFvD4AEXe841QK_wO-IzwzD-c&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
كي نكسبو دار في في الأرض كلو باهي,930,Haha ,https://www.facebook.com/photo/?fbid=800161825007932&set=a.574614667562650&__cft__[0]=AZUKNDeK2gm_MS7qCgeEU9nLP4IUVuFa08YswGq9qQBgD21nD-3TNt7HgkMNY89t0sot6r6vS1kmT0F_hT5ytIlqN7Ae1AbLRrlFxFa75mBMEw9P0Z1QyOTMcY9pd-YBUpKasuSJdURTqrmE0Z3Cx2c22rjnueQziV7q5ZyuA0bIMErITBFtwSSwae2KCaREKdU&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"أكثر حاجة باهية عملتها للعباد اللي خرجت من حياتي هي انى عمري متمنيت الشر ليهم..كنت نجم ننتقم وشديت روحي..كنت نجم نواجههم بأخطائهم وعيوبهم ونبررلهم علاش خرجتهم من حياتي اما خيرت إني نسكت ونلم فمي...حتى اللي حكاو عليا بالخايب ومسخوا صورتي قدام العباد وقدام صحابي كي تتجاب سيرتهم بالخايب اما نجبد روحي ومنحكيش عليهم..تخيلوا معي عبد حبيتو وحبك...هديتلو قلبك وهدالك قلبو يحكي عليك بالخايب..تخيلوا عبد وصلت اعطيتو الثيقة في روحك يشوهك… راجع روحك…
وفات لهنا ",413,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"كي تخرجك  14:00 متع القايلة و تقلك حاجتي بيك urgent  و بعد كي توصللها تقلها أش فما
 تقلك شبينا ولينا هكا.",4 K,Haha ,https://www.facebook.com/photo/?fbid=800096361681145&set=a.574614667562650&__cft__[0]=AZWhkMKmL3N3hCDzNUf18ysk-xOk1XmAjbo-3hdPvsHaK-iKDFNinyUMpl5TVKAKrPD0xzPbNmHfutEO2INyY0QTE11f0BTtH8whXw5dxeBBt4y3NWli9bipBi7puC6xHShbU5HrgLvxJkQfgN3_W6NF9OXccmxpNDuLL2vEFskvLoYShMuCTkGqOQmUmtg0kkw&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
كي تشوف صاحبك مسلفو 200  دينار و مهبط ستوري plat fruit de mer في كوكو بيتش ,495,Haha ,https://www.facebook.com/photo/?fbid=800063095017805&set=a.574614667562650&__cft__[0]=AZWZR-Z8yKZOFM7VlRiwDUfYPEySsxM5ppEErLuP1C4flrt2vSFtdgzJ1fLR3WxNxz3WvuXslO83vEXQGcToAQOxaROtuZO7kkTfZ6c6sj1fP1byx4DOTBvE8qfIR3fEmLNHCpinhchAMdd3lr6njbvlQimRxOED3Kqv-DBmuDhLPHbLukUuMyaKc6ym-4o4IX0&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
لايهمني من حولي أنت جميعهم,469,J’adore ,https://www.facebook.com/photo/?fbid=800030058354442&set=a.574614667562650&__cft__[0]=AZVeBDtS3GLKQu9XUkwQfqDVXsWKlCXWfd9zKmwKIcuH4Ba_0vwpOdYAkz5y14eFl3GxuOtdlXVR6LEoU_RCwnr_U4lvP_FDmSwzPhAuj0f6mUiqSnmly0532ehUnCdGKV3hbc5uGr3m2iTDTENK-67rCjFpmjKfc2jXqwkyySA86YsF3jUCT8kBgx2zgEzQ6ps&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
ارخف روحك وشيهمك…,"1,2 K",Haha ,https://www.facebook.com/photo/?fbid=800004331690348&set=a.574614667562650&__cft__[0]=AZVEBe0HK1ZpXtDCW40tUaK7RiY4QgZbksR9cYxuaLPSx5GCFxVkIhBFuwCT0gUcAuJRpQpk0JwFTDnYM5o-TORzSaG5t3AymlVbTLyA21VBZZ5QxmX3paLApcySJlrnDeJwvN0lbISZNoUeivaYS0JfPQVmrNVofpvm_K-j99Pba7fqPnMW0taeFgspdQc6-R0&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"لازمك تسمن بش ستيلك يولي كيفي
ستيلها:","2,7 K",Haha ,https://www.facebook.com/photo/?fbid=799997448357703&set=a.574614667562650&__cft__[0]=AZXZDPv_U4UEhIBXLM0gaNUjU5D6Kg1TNg1k4FNh8nNYSgwZFvS4m9xraDH_pYVh25XDJ248AUO2me-_JDWAHQu3t6wG7blE9mxGA2XIPzGWMKKU1ULWbzI5a03vNvHjoi0yCQG-QhJ6fiU4e3bFW01C3aejgxXgXW6esh9m5xoPRNFrJCp-gjzyOgAafzuZ4fg&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
فالصيف يحلو السهر,227,J’aime ,https://www.facebook.com/photo/?fbid=799756211715160&set=a.574614667562650&__cft__[0]=AZVWOUj3HTVnQksDd9cHjUcyd33q6JPIxCtNPQ-7M5H_Lcz7HzmcKILig8IWV09TQlGzJXOiNlVVHeZmK0JVoYe2tjOhtn2KonCUpaxOj9QokCsj2MzywJOyVcvs8FGrt3NF5FWQeyCbQZJpK0f0h8wBIDwb0TCUrR9L-otBES26GOWR6w7XsaZmkyFOOeP4wSc&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"كل ذى نعمة محسود رد بالك تتباهى قدام الناس يا حسرة على كلمة مشاء الله وتبارك الرحمان تو كان ليكلام مؤذي …صدقتي يا حبيبي يا رسول الله صلي الله عليه وسلم يموتو ثلث امتى بالعين وهم لا يعلمون وزادة يقول : ولو كان شيء سابق القدر سبقته العين…اللهم أبعد عنا شر العيون الحاسدة والقلوب الحاقدة وفات لهنا 
د.محمد سالم عبد الكافي",773,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"- وقتاه نتقابلو ؟
- كي تبرد القايلة zone ماسعتين متاع الليل و لا خلي في الشتاء خير",825,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
في الحب ما فماش حاجة اسمها راجل رزين لكن فما راجل مايحبکش و ما يهتمش فيك…على خاطر الراجل اذا حب يتعلق في رقبتك كيف الطفل الصغير اللى ما عندوش و ما يعرفش لا ظروف ولا عادات ولا تقاليد ولا مسافات حتى فارق العمر ما يأثرش عليه …في الحب الراجل إلي يحبك ما ينجمش يبعد عليك حتى ساعات بسيطة، صوتك عنده باش يوالي إدمان و يعاملك كأنك إنتي الأنثى الوحيدة في الدنيا هذي و خسارتك عنده تساوي خسارة حلمه و أماله .. ملخص لكلام أعرف  شكون تختاري خاطر صباع اليد مش قد قد …,725,J’adore ,https://www.facebook.com/photo/?fbid=799693961721385&set=a.574614667562650&__cft__[0]=AZUaDuLNxSp4hK6B3pIOdTx7C16qoNIILt1whmFgqMgcKGQr5m9Taj8HPtcQKtEMoXT6mXkUIwo631C37socCuQ5l17XlsUaysszFKvSvUbWGWRW8y9LGVFJUp64E0gDdbIYBItKCVce6ClLNYMdvDRo5tGHJ5vV-tJVi5zDj4J516cH6Y_gf4ILdaXBlS2N8hg&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"العابرون فى حياتنا برشا…اما رفقاء الروح شويا…فما أرواح مانشفوهاش بالعين اما نحسو بيها بالقلب…محلاهم اللى تبعدنا عليهم المسافات وهوما فى قلوبنا اجمل الحاضرين…
وفات لهنا ",370,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"صورة اليوم 
عندما توعد الرجال هكذا تكون النتيجة و بمعدل 18,22 و الله يرحم ميمتك","3,9 K",J’adore ,https://www.facebook.com/photo/?fbid=799575268399921&set=a.574614667562650&__cft__[0]=AZXAGY4ROglwpv38u0OzumSt9q0jcKrtR_JKD-mI_iNTd994Le5uVQTLwO5k9trvL6D5VF3owizBxpgYBKtye2OdLMNPyq2LgN0zhjs6aCPjULRYKMyiFHOzd1pUiF6-OGOW7M2yybdYps-jAJdso_oMc7EDf9jO3RW5wRKQ-U652coSExHmiU7H-TZmMfMzrPg&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
Amine Abdelkefi jwwek he4aa,468,Haha ,https://www.facebook.com/photo/?fbid=799528738404574&set=a.574614667562650&__cft__[0]=AZXbgdfMDAqQMPpN5e8lOwxtf_tIEUjktsTKAUNrrZXFMsZsemFeQ8QbGfK_B7PRD5LHJ8GD49DLuph1M954vjkFlC4KJVrqxwxnav0wmqKv-sd-jcOldKdDIRBvfoUpTs7hvFaXx-UkNphfr4UYWPft0p9v1JGxYaiNYCp3J5sfcobhKASFRJsEtbQl3RP79RQ&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
الحمدالله بابا جزار بطبيعتو ما يستحقش نسيب و كان يستحق عندو ولدو ولا بنتو,"1,3 K",Haha ,https://www.facebook.com/photo/?fbid=799231651767616&set=a.574614667562650&__cft__[0]=AZWsGp1L-m1TxMNSVdlQS_mFsDakgUPwh09BHSqYlyglZxlgKQ0NXiem6ScMCQODxqCNJ_RBAewuCG8vK9hgbBnSAp_nu_ZeCn1jwKcHowvd2KnUQwX19RTSaJL61XmBN4_ld4qGcOBIn-1RnU3_EDZ20peFJ3DGjZoMDcPaxlcUSjzWUGH7p-kuPPattazDLuI&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
Hhhhhh nsyt,461,Haha ,https://www.facebook.com/photo/?fbid=799194345104680&set=a.574614667562650&__cft__[0]=AZWQFNeCqVpq0bEqgZXKVbEnvAW3F1O4XmFNWPBkLJh2H49l6hHVIKxl12JU_vr8oXDWsSisQPq18xG0OehTAb8go1vV4WYr10Grniax173i-jibm61NzPxOcmwwa1MDL8Kt-CJQqkez1H6Z2fS6_3H0x92SrdqkG64yKumixS-nFUG-yKf84OOe7mkapXlt-B0&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"ديكارت في نهار من النهارات قال الشك طريق الي اليقين
و اليقين تاكدنا منو","1,1 K",Haha ,https://www.facebook.com/photo/?fbid=799190355105079&set=a.574614667562650&__cft__[0]=AZXM5sbXd6gVXR9eUKaRB_YAuCTH6nS94p-c6uQDVek0K3loWTCBlpGveWZpk6rYZi5wPSPiirmjGiVHCXgXObc5TaN1wrJWm223d-m-qBFcPm-KHs6CpN4m1TMeXLV_FJQVXK6E2Kr2fV989sR5QfNBAjL_tEyCZzGnyHGfxeO3N8hOI8DCLmQA-F9O7kY2Ll4&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"ديما وقت تختار فى كل مرة اختار الشخص اللى يتحمل مناخك السئ…اختار اللى يفهم انو غشك وعصبيتك هيا موش طبع وحزنك راهو موش نكد وكيف تعاتب راهو موش تحب المشاكل …ديما اختار الشخص اللى شافك بين زحمة الناس واختارك …واللى بيع راحتو على جال راحتك يبيع الدنيا الكل على جالك انت 
وفات لهنا ",419,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
ربي ينجح الناس الكل ,352,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
يا ربي غدوة نسمعو الزغاريت في كل دار,"1,7 K",J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
ونعم بالله,281,J’adore ,https://www.facebook.com/photo/?fbid=798946341796147&set=a.574614667562650&__cft__[0]=AZW2mZfqjsOCNy2MoXCsdKfDvBSngacYwG4fZK3-Y_fQNSfJXyia9X1b7XiHwfdo86g4DiYV_18NHkoYKEhRdKHfy0XK8Jv5yAmAERkTCqGoezKxSx-3AyrA7FgPCLRN3kv4xXv4oUUDKHypxUNHrNiKV3eGQ2soEQlbiasBkqsgCOiaPh07-3q9y2__zf02QVI&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
تصبحون علي خير,938,Haha ,https://www.facebook.com/photo/?fbid=798759745148140&set=a.574614667562650&__cft__[0]=AZXmQHHPZU0cTQmOZ9iKbBhUAuPn5-adoXVPjo3EGIV6td1y2POV2uRKyJyrKkhEWlGe2tEoDykQ7OEKfRDSkxj2RGCFR5xWIknlcPu1pODAcgbeYuIoMA6FA03jI-tbVjxPws59lKrTnEudwwXy1GOKKceKbSRgPwR-mhePWkL_9FrXNTc3RVWDJQuGsdwzPRg&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"رد بالك فى الدنيا هاذى تعمل حاجة توجع بيها غيرك كل ساق سيسقى بما سقى ولا يظلم ربك احدا…مالا ميسالش كيف تعمل الخير راهو ميضعلك حتى شىء والدنيا والله فانية مدايم كان وجه الله كل من عليها فان ويبقى وجه ربك ذو الجلال والاكرام …شوف باللى صاير فيها وديما تردد فى كلامها كلمة الحمد الله بالحق درس فى اليقين بالله 
د.محمد سالم عبد الكافي",706,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
اللهم لا تحرم فقيرا أو يتيما من فرحة العيد,"1,9 K",J’adore ,https://www.facebook.com/photo/?fbid=798709058486542&set=a.574614667562650&__cft__[0]=AZU6wU7hivnpQ3hWBHG_yBv0FjlSEsQVV0k-h4yPyQdn7MmT8VdYKJ3JWax3moe2RS3VzUTLospwI6pZPb8R5fchVz4C0XlkSncgWMB820OV3V-7u-tIG1YmqR0Zzac3kqR5fFIlBc2Romfj5thbvfZRNepKZmxI7LAaHAoD7VEp9BXOJfflXz1Iep8fV8GMSVU&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
ايجا فيسع الكراش في الكيوسك,659,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
أنا و الباست فراند نحكيوا في مشاكلنا لبعضنا ,608,Haha ,https://www.facebook.com/photo/?fbid=798611438496304&set=a.574614667562650&__cft__[0]=AZU5PoC71RY-KB40cHyUkjTISq5ZfACArjWsMmTcqiToH9mqRjG9gndpLOwEdUdclF1On-u0nycApqs8S9RMbRXmZF9Bp7B9jYvL8Ant9iOMClEVZurg_l7ouV2X0egRa0QQIMP-o2mPu67twT3Qpogko4emifhu8CQVf5H_gK2R2iir5_rXL-MmdmqK-mUlMRY&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
": Congratulations
 : ﻣﺒﺮﻭﻙ ﺍﻟﺨﻄﻮﺑﺔ
⁩ : وين طحتي بيه",984,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
ملا راحة,544,J’adore ,https://www.facebook.com/photo/?fbid=798549961835785&set=a.574614667562650&__cft__[0]=AZWYeO-iPgVHq-IK4ARiTevxeRrNIkHO4ic3ZiHC1IH7QxGCYywNqqyCTn3ZcUgMVF54UCuKADhch7hnd5C8Tc85QAERnYyUcXG5pnAn-15Yy1HNW2oKPPVQjCLfCF5wK1j3fhETkqzYUI1v5_IQgZ5xJTNRx0oBtffMTA7o6xeXf8AjxKmfBlKoLsdJWGvM7sE&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
مستحيل انسان تحبو تنساه في  لحظة حتى و لو  مقصر معاك يمكن بطول الوقت تتجاوزو اما مش بالساهل اكيد…كهو اللى فات مات والدنيا ما تاقف على حد حب روحك وتعلم من تجاربك السابقة وتكونلك درس باش معاش تعود تغلط نفس الغلطات…وفات لهنا ,612,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"هاك تحوس و تلبس وشيخات و لباس عليك
4 كلمات يخليوك تسف في التراب",550,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
كي تضحك الدنيا مش باش ننساو العباد إللي سندونا وإتكينا عليهم في الأوقات الخايبة..,577,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
يبدو أن هذه الليلة أيضاً مافيهاش,295,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
الليل وسماء ,733,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"أنا و صاحبي نص حديثنا
كان "" تخيل "" والنص لاخر "" تصور "" .. 
مفماش حاجة واقعية ..",580,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
امين يارب العالمين,561,J’adore ,https://www.facebook.com/photo/?fbid=798297388527709&set=a.574614667562650&__cft__[0]=AZWWD7UfwTCHzfTi2O4WmwzOUyIaihuSmy6s6BJPoCqj2LSDLCIfEX6-T5NqSbKPA9foBE1Ipj5hzkjW3ua7UASFaSJ9ugslbP1p-63ms9RUWu5DTj7ixeMhAXQQ0hoj3uy96on4aueDGXGe8DMN6Dv5zLWZhG3GhpugggB8TJkou8dWH7bS8dztztMkv2R-wMA&__tn__=EH-R,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"الحب إللّي صار فيه خيانة، جرح، وجايع، طرف بعد وتخلّى على الطرف الثاني بشكل متعمّد ما إسموش حب...
الصّحبة إللّي ما كانش فيها دعم في المر قبل الحلو ما كانتش صحبة لكن ""علاقة مصلحة""...
إللّي ما كانش متمسّك بيك كيف ما إنت متمسّك بيه ما تاخوش في خاطرك عليه، ويلزم بلاصتو تفضى للّي يستاهل...
سمّي الحاجات بأساميها الصحيحة وحط النّاس في بلايصهم المناسبة...
المؤرخ علي الوردي قال: خطيئة الأنقياء هي ظنّهم بأن الجميع مثلهم..
… En voir plus",462,J’adore ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
"- نعملو قهوة ؟
- مشات معاك نبردو القايلة و نخرجوا
- وقتاش؟ 
-في ديسمبر إنشاالله ..",1 K,Haha ,None,https://www.facebook.com/Tunisian27artists?mibextid=LQQJ4d
